id,title,description,instructor_id,category_id,status,visibility,price,is_free,thumbnail_url,created_at,updated_at
140,Fitness Essentials,Learn fitness from scratch with hands-on projects and real-world examples.,236,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_140.jpg,2025-09-12 17:23:49,2025-10-20 17:23:49
141,Professional Analytics Skills,Comprehensive analytics course covering fundamental concepts and practical applications.,883,3,PENDING,PUBLIC,120.68,False,/thumbnails/course_141.jpg,2025-09-12 17:34:58,2025-09-25 17:34:58
142,Study Skills Fundamentals,In-depth study skills course with practical exercises and certification.,1028,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_142.jpg,2025-09-12 17:36:11,2025-10-18 17:36:11
143,First Aid for Beginners,In-depth first aid course with practical exercises and certification.,1149,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_143.jpg,2025-09-12 17:36:08,2025-10-24 17:36:08
144,Finance for Entrepreneurs,Professional finance training with industry best practices and expert insights.,1053,3,DECLINED,PUBLIC,0.0,True,/thumbnails/course_144.jpg,2025-09-12 17:26:09,2025-10-19 17:26:09
145,Professional Study Skills,Professional study skills training with industry best practices and expert insights.,2062,10,ACCEPTED,PUBLIC,291.68,True,/thumbnails/course_145.jpg,2025-09-12 17:34:09,2025-10-24 17:34:09
146,Modern Branding Techniques,Master branding with this complete guide designed for all skill levels.,1560,2,ACCEPTED,PUBLIC,89.96,False,/thumbnails/course_146.jpg,2025-09-12 17:34:00,2025-10-16 17:34:00
147,Cybersecurity Implementation,Learn cybersecurity from scratch with hands-on projects and real-world examples.,1053,8,ACCEPTED,PRIVATE,43.3,True,/thumbnails/course_147.jpg,2025-09-12 17:21:49,2025-09-15 17:21:49
148,Professional Mental Health,Professional mental health training with industry best practices and expert insights.,2078,7,ACCEPTED,PUBLIC,116.52,False,/thumbnails/course_148.jpg,2025-09-12 17:30:18,2025-10-03 17:30:18
149,Spanish for Travelers,Professional spanish training with industry best practices and expert insights.,1398,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_149.jpg,2025-09-12 17:28:02,2025-09-24 17:28:02
150,Introduction to AI,Professional ai training with industry best practices and expert insights.,148,8,DECLINED,PUBLIC,56.45,True,/thumbnails/course_150.jpg,2025-09-12 17:37:48,2025-10-28 17:37:48
151,Mindfulness Workshop,Learn mindfulness from scratch with hands-on projects and real-world examples.,1750,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_151.jpg,2025-09-12 17:35:56,2025-10-01 17:35:56
152,Music Theory Basics,Learn music theory from scratch with hands-on projects and real-world examples.,387,6,ACCEPTED,PRIVATE,226.29,True,/thumbnails/course_152.jpg,2025-09-12 17:38:55,2025-10-26 17:38:55
153,Professional DevOps,Learn devops from scratch with hands-on projects and real-world examples.,1510,8,ACCEPTED,PUBLIC,165.62,True,/thumbnails/course_153.jpg,2025-09-12 17:32:43,2025-10-06 17:32:43
154,Modern Creative Writing Techniques,Master creative writing with this complete guide designed for all skill levels.,1080,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_154.jpg,2025-09-12 17:32:01,2025-10-13 17:32:01
155,Advanced Time Management,Professional time management training with industry best practices and expert insights.,1147,9,ACCEPTED,PUBLIC,111.21,True,/thumbnails/course_155.jpg,2025-09-12 17:21:44,2025-10-18 17:21:44
156,Introduction to Analytics,Learn analytics from scratch with hands-on projects and real-world examples.,84,3,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_156.jpg,2025-09-12 17:38:04,2025-10-19 17:38:04
157,Blockchain Best Practices,Master blockchain with this complete guide designed for all skill levels.,534,8,PENDING,PUBLIC,0.0,False,/thumbnails/course_157.jpg,2025-09-12 17:38:21,2025-10-18 17:38:21
158,Complete Mental Health Guide,In-depth mental health course with practical exercises and certification.,1213,7,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_158.jpg,2025-09-12 17:34:16,2025-10-28 17:34:16
159,Professional Machine Learning,Learn machine learning from scratch with hands-on projects and real-world examples.,1295,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_159.jpg,2025-09-12 17:36:07,2025-10-13 17:36:07
160,Advanced Critical Thinking,Comprehensive critical thinking course covering fundamental concepts and practical applications.,1938,10,PENDING,PUBLIC,0.0,True,/thumbnails/course_160.jpg,2025-09-12 17:28:02,2025-11-11 17:28:02
161,Nutrition Certification,Comprehensive nutrition course covering fundamental concepts and practical applications.,1546,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_161.jpg,2025-09-12 17:33:45,2025-09-16 17:33:45
162,Python for Beginners,Learn python from scratch with hands-on projects and real-world examples.,1873,1,ACCEPTED,PUBLIC,18.13,True,/thumbnails/course_162.jpg,2025-09-12 17:25:57,2025-11-10 17:25:57
163,Professional Blockchain,Professional blockchain training with industry best practices and expert insights.,84,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_163.jpg,2025-09-12 17:23:40,2025-09-12 17:23:40
164,Introduction to Statistics,Master statistics with this complete guide designed for all skill levels.,1988,5,PENDING,PUBLIC,5.14,True,/thumbnails/course_164.jpg,2025-09-12 17:33:55,2025-10-25 17:33:55
165,Advanced Communication,Comprehensive communication course covering fundamental concepts and practical applications.,335,9,DECLINED,PUBLIC,72.29,True,/thumbnails/course_165.jpg,2025-09-12 17:26:46,2025-09-28 17:26:46
166,Complete React Guide,Professional react training with industry best practices and expert insights.,270,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_166.jpg,2025-09-12 17:34:49,2025-10-18 17:34:49
167,Effective Career,Learn career from scratch with hands-on projects and real-world examples.,1053,9,PENDING,PUBLIC,254.35,True,/thumbnails/course_167.jpg,2025-09-12 17:28:06,2025-11-05 17:28:06
168,Professional Marketing Skills,Comprehensive marketing course covering fundamental concepts and practical applications.,1536,3,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_168.jpg,2025-09-12 17:28:28,2025-09-15 17:28:28
169,Time Management Workshop,Learn time management from scratch with hands-on projects and real-world examples.,272,9,DECLINED,PUBLIC,130.17,True,/thumbnails/course_169.jpg,2025-09-12 17:31:45,2025-10-18 17:31:45
170,Learn Japanese - Beginner,Comprehensive japanese course covering fundamental concepts and practical applications.,825,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_170.jpg,2025-09-12 17:33:05,2025-11-07 17:33:05
171,Professional Blockchain,Master blockchain with this complete guide designed for all skill levels.,164,8,ACCEPTED,PUBLIC,205.32,False,/thumbnails/course_171.jpg,2025-09-12 17:34:51,2025-10-16 17:34:51
172,Typography for Professionals,Comprehensive typography course covering fundamental concepts and practical applications.,617,2,ACCEPTED,PUBLIC,94.34,True,/thumbnails/course_172.jpg,2025-09-12 17:30:23,2025-10-19 17:30:23
173,Advanced Data Science,Professional data science training with industry best practices and expert insights.,266,5,PENDING,PUBLIC,0.0,True,/thumbnails/course_173.jpg,2025-09-12 17:29:31,2025-10-18 17:29:31
174,Business Italian,In-depth italian course with practical exercises and certification.,1192,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_174.jpg,2025-09-12 17:30:57,2025-11-01 17:30:57
175,Theoretical Data Science,Comprehensive data science course covering fundamental concepts and practical applications.,1860,5,ACCEPTED,PUBLIC,103.75,False,/thumbnails/course_175.jpg,2025-09-12 17:28:54,2025-09-26 17:28:54
176,Learn German - Beginner,In-depth german course with practical exercises and certification.,1510,4,ACCEPTED,PUBLIC,97.91,True,/thumbnails/course_176.jpg,2025-09-12 17:33:59,2025-11-01 17:33:59
177,Advanced Mental Health,Learn mental health from scratch with hands-on projects and real-world examples.,1311,7,ACCEPTED,PUBLIC,112.62,False,/thumbnails/course_177.jpg,2025-09-12 17:37:03,2025-10-19 17:37:03
178,Goal Setting Workshop,Comprehensive goal setting course covering fundamental concepts and practical applications.,1045,9,ACCEPTED,PRIVATE,213.93,False,/thumbnails/course_178.jpg,2025-09-12 17:21:51,2025-09-21 17:21:51
179,Complete Logic Course,Learn logic from scratch with hands-on projects and real-world examples.,1469,10,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_179.jpg,2025-09-12 17:29:21,2025-09-12 17:29:21
180,Goal Setting Skills,Master goal setting with this complete guide designed for all skill levels.,958,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_180.jpg,2025-09-12 17:23:14,2025-10-09 17:23:14
181,Advanced First Aid,In-depth first aid course with practical exercises and certification.,1903,7,ACCEPTED,PUBLIC,7.88,False,/thumbnails/course_181.jpg,2025-09-12 17:36:28,2025-09-17 17:36:28
182,Critical Thinking Mastery,Master critical thinking with this complete guide designed for all skill levels.,1452,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_182.jpg,2025-09-12 17:21:46,2025-10-31 17:21:46
183,Introduction to Data Science,In-depth data science course with practical exercises and certification.,876,5,ACCEPTED,PUBLIC,50.87,False,/thumbnails/course_183.jpg,2025-09-12 17:34:18,2025-09-20 17:34:18
184,Productivity Skills,Master productivity with this complete guide designed for all skill levels.,1779,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_184.jpg,2025-09-12 17:32:48,2025-09-29 17:32:48
185,Business German,Professional german training with industry best practices and expert insights.,266,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_185.jpg,2025-09-12 17:33:18,2025-10-28 17:33:18
186,Digital Logo Design Course,In-depth logo design course with practical exercises and certification.,703,2,DECLINED,PUBLIC,40.65,False,/thumbnails/course_186.jpg,2025-09-12 17:34:02,2025-10-07 17:34:02
187,First Aid for Beginners,Professional first aid training with industry best practices and expert insights.,1177,7,ACCEPTED,PUBLIC,129.18,True,/thumbnails/course_187.jpg,2025-09-12 17:21:43,2025-10-23 17:21:43
188,Chemistry Laboratory,Master chemistry with this complete guide designed for all skill levels.,1149,5,ACCEPTED,PUBLIC,208.58,True,/thumbnails/course_188.jpg,2025-09-12 17:37:47,2025-09-23 17:37:47
189,Modern Drawing Techniques,Master drawing with this complete guide designed for all skill levels.,1772,6,ACCEPTED,PUBLIC,234.58,False,/thumbnails/course_189.jpg,2025-09-12 17:35:55,2025-09-29 17:35:55
190,Modern Web Design Techniques,Comprehensive web design course covering fundamental concepts and practical applications.,2097,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_190.jpg,2025-09-12 17:36:14,2025-09-23 17:36:14
191,First Aid Certification,Comprehensive first aid course covering fundamental concepts and practical applications.,1680,7,ACCEPTED,PUBLIC,62.89,True,/thumbnails/course_191.jpg,2025-09-12 17:35:30,2025-11-04 17:35:30
192,Advanced SQL,Professional sql training with industry best practices and expert insights.,476,1,ACCEPTED,PUBLIC,72.6,True,/thumbnails/course_192.jpg,2025-09-12 17:24:05,2025-10-27 17:24:05
193,Advanced Project Management,Comprehensive project management course covering fundamental concepts and practical applications.,1657,3,DECLINED,PUBLIC,143.77,True,/thumbnails/course_193.jpg,2025-09-12 17:35:57,2025-10-14 17:35:57
194,Python Fundamentals,Master python with this complete guide designed for all skill levels.,1988,1,ACCEPTED,PUBLIC,274.31,False,/thumbnails/course_194.jpg,2025-09-12 17:29:44,2025-09-27 17:29:44
195,Professional Analytics Skills,Master analytics with this complete guide designed for all skill levels.,592,3,ACCEPTED,PUBLIC,13.29,True,/thumbnails/course_195.jpg,2025-09-12 17:32:55,2025-10-25 17:32:55
196,Mental Health Certification,Master mental health with this complete guide designed for all skill levels.,1604,7,PENDING,PUBLIC,0.0,False,/thumbnails/course_196.jpg,2025-09-12 17:28:50,2025-09-26 17:28:50
197,Italian Grammar Mastery,In-depth italian course with practical exercises and certification.,2078,4,ACCEPTED,PUBLIC,172.56,True,/thumbnails/course_197.jpg,2025-09-12 17:30:13,2025-10-07 17:30:13
198,Advanced Career,In-depth career course with practical exercises and certification.,1860,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_198.jpg,2025-09-12 17:33:32,2025-10-12 17:33:32
199,Introduction to AI,Professional ai training with industry best practices and expert insights.,276,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_199.jpg,2025-09-12 17:29:54,2025-09-21 17:29:54
200,Research Methods Preparation,Master research methods with this complete guide designed for all skill levels.,1669,10,DECLINED,PUBLIC,156.33,False,/thumbnails/course_200.jpg,2025-09-12 17:37:22,2025-09-18 17:37:22
201,Modern Film Techniques,Professional film training with industry best practices and expert insights.,1147,6,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_201.jpg,2025-09-12 17:26:25,2025-10-27 17:26:25
202,Test Prep Fundamentals,Master test prep with this complete guide designed for all skill levels.,359,10,ACCEPTED,PUBLIC,49.3,True,/thumbnails/course_202.jpg,2025-09-12 17:26:47,2025-09-27 17:26:47
203,Professional Communication,In-depth communication course with practical exercises and certification.,556,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_203.jpg,2025-09-12 17:28:30,2025-10-11 17:28:30
204,Advanced Writing,Learn writing from scratch with hands-on projects and real-world examples.,675,10,ACCEPTED,PUBLIC,129.64,False,/thumbnails/course_204.jpg,2025-09-12 17:38:41,2025-10-21 17:38:41
205,Advanced Mathematics,In-depth mathematics course with practical exercises and certification.,1598,5,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_205.jpg,2025-09-12 17:27:42,2025-09-25 17:27:42
206,Typography Masterclass,Comprehensive typography course covering fundamental concepts and practical applications.,2136,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_206.jpg,2025-09-12 17:22:16,2025-09-23 17:22:16
207,Biology Fundamentals,Learn biology from scratch with hands-on projects and real-world examples.,1674,5,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_207.jpg,2025-09-12 17:34:03,2025-10-13 17:34:03
208,Analytics for Entrepreneurs,Master analytics with this complete guide designed for all skill levels.,1463,3,ACCEPTED,PRIVATE,176.1,False,/thumbnails/course_208.jpg,2025-09-12 17:33:28,2025-11-05 17:33:28
209,IoT Implementation,Learn iot from scratch with hands-on projects and real-world examples.,1048,8,ACCEPTED,PUBLIC,177.04,True,/thumbnails/course_209.jpg,2025-09-12 17:22:40,2025-10-02 17:22:40
210,Music Theory Basics,Master music theory with this complete guide designed for all skill levels.,384,6,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_210.jpg,2025-09-12 17:28:50,2025-10-14 17:28:50
211,Modern Painting Techniques,In-depth painting course with practical exercises and certification.,474,6,ACCEPTED,PUBLIC,126.91,True,/thumbnails/course_211.jpg,2025-09-12 17:24:06,2025-10-16 17:24:06
212,Professional Analytics Skills,Learn analytics from scratch with hands-on projects and real-world examples.,2062,3,ACCEPTED,PRIVATE,0.0,False,/thumbnails/course_212.jpg,2025-09-12 17:26:27,2025-09-23 17:26:27
213,Mental Health for Beginners,In-depth mental health course with practical exercises and certification.,181,7,ACCEPTED,PUBLIC,285.54,True,/thumbnails/course_213.jpg,2025-09-12 17:24:11,2025-09-24 17:24:11
214,Advanced Mindfulness,In-depth mindfulness course with practical exercises and certification.,1787,9,ACCEPTED,PUBLIC,147.51,True,/thumbnails/course_214.jpg,2025-09-12 17:22:44,2025-10-10 17:22:44
215,Advanced Fitness,Comprehensive fitness course covering fundamental concepts and practical applications.,2099,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_215.jpg,2025-09-12 17:29:34,2025-09-30 17:29:34
216,Learn German - Beginner,Learn german from scratch with hands-on projects and real-world examples.,1992,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_216.jpg,2025-09-12 17:23:44,2025-10-18 17:23:44
217,Mental Health Certification,In-depth mental health course with practical exercises and certification.,1895,7,DECLINED,PUBLIC,0.0,False,/thumbnails/course_217.jpg,2025-09-12 17:38:57,2025-10-31 17:38:57
218,Professional AI,In-depth ai course with practical exercises and certification.,152,8,ACCEPTED,PUBLIC,132.41,False,/thumbnails/course_218.jpg,2025-09-12 17:29:44,2025-10-09 17:29:44
219,Learn Italian - Beginner,Learn italian from scratch with hands-on projects and real-world examples.,1048,4,ACCEPTED,PRIVATE,9.67,False,/thumbnails/course_219.jpg,2025-09-12 17:36:29,2025-11-06 17:36:29
220,Advanced Machine Learning,Comprehensive machine learning course covering fundamental concepts and practical applications.,838,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_220.jpg,2025-09-12 17:26:07,2025-10-26 17:26:07
221,Wellness for Beginners,In-depth wellness course with practical exercises and certification.,1598,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_221.jpg,2025-09-12 17:31:02,2025-09-25 17:31:02
222,Creative Photography Workshop,In-depth photography course with practical exercises and certification.,1283,6,ACCEPTED,PUBLIC,179.05,False,/thumbnails/course_222.jpg,2025-09-12 17:25:52,2025-10-27 17:25:52
223,Web Design Masterclass,In-depth web design course with practical exercises and certification.,952,2,ACCEPTED,PUBLIC,154.32,True,/thumbnails/course_223.jpg,2025-09-12 17:35:54,2025-11-03 17:35:54
224,Study Skills Fundamentals,Professional study skills training with industry best practices and expert insights.,216,10,ACCEPTED,PUBLIC,260.11,False,/thumbnails/course_224.jpg,2025-09-12 17:30:32,2025-11-06 17:30:32
225,French Conversation,Learn french from scratch with hands-on projects and real-world examples.,1149,4,ACCEPTED,PUBLIC,228.43,True,/thumbnails/course_225.jpg,2025-09-12 17:27:22,2025-10-13 17:27:22
226,Complete First Aid Guide,Master first aid with this complete guide designed for all skill levels.,1558,7,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_226.jpg,2025-09-12 17:28:51,2025-11-01 17:28:51
227,Painting Basics,In-depth painting course with practical exercises and certification.,984,6,ACCEPTED,PUBLIC,263.19,True,/thumbnails/course_227.jpg,2025-09-12 17:35:00,2025-10-13 17:35:00
228,Mindfulness Skills,Comprehensive mindfulness course covering fundamental concepts and practical applications.,317,9,ACCEPTED,PUBLIC,137.53,True,/thumbnails/course_228.jpg,2025-09-12 17:31:40,2025-10-04 17:31:40
229,Introduction to Statistics,Professional statistics training with industry best practices and expert insights.,776,5,ACCEPTED,PUBLIC,247.45,True,/thumbnails/course_229.jpg,2025-09-12 17:26:43,2025-10-02 17:26:43
230,Research Methods Preparation,In-depth research methods course with practical exercises and certification.,2136,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_230.jpg,2025-09-12 17:38:48,2025-11-01 17:38:48
231,Logic Preparation,Comprehensive logic course covering fundamental concepts and practical applications.,164,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_231.jpg,2025-09-12 17:23:18,2025-10-11 17:23:18
232,UI/UX Design Principles,Learn ui/ux from scratch with hands-on projects and real-world examples.,1641,2,ACCEPTED,PRIVATE,297.54,True,/thumbnails/course_232.jpg,2025-09-12 17:28:56,2025-10-26 17:28:56
233,Creative Film Workshop,Master film with this complete guide designed for all skill levels.,556,6,ACCEPTED,PUBLIC,262.97,False,/thumbnails/course_233.jpg,2025-09-12 17:24:10,2025-10-05 17:24:10
234,Advanced Cloud Computing,Master cloud computing with this complete guide designed for all skill levels.,567,8,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_234.jpg,2025-09-12 17:22:48,2025-10-28 17:22:48
235,Professional Study Skills,Professional study skills training with industry best practices and expert insights.,300,10,ACCEPTED,PUBLIC,0.33,True,/thumbnails/course_235.jpg,2025-09-12 17:27:02,2025-09-20 17:27:02
236,French Grammar Mastery,In-depth french course with practical exercises and certification.,1644,4,PENDING,PUBLIC,0.0,True,/thumbnails/course_236.jpg,2025-09-12 17:30:52,2025-11-03 17:30:52
237,Project Management Strategy,Learn project management from scratch with hands-on projects and real-world examples.,1737,3,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_237.jpg,2025-09-12 17:37:05,2025-10-28 17:37:05
238,Learn Spanish - Beginner,Master spanish with this complete guide designed for all skill levels.,1387,4,ACCEPTED,PUBLIC,41.14,True,/thumbnails/course_238.jpg,2025-09-12 17:35:28,2025-10-30 17:35:28
239,Creative Typography Workshop,Learn typography from scratch with hands-on projects and real-world examples.,240,2,ACCEPTED,PUBLIC,2.54,True,/thumbnails/course_239.jpg,2025-09-12 17:26:45,2025-10-10 17:26:45
240,Wellness for Beginners,Learn wellness from scratch with hands-on projects and real-world examples.,529,7,ACCEPTED,PUBLIC,184.82,True,/thumbnails/course_240.jpg,2025-09-12 17:29:05,2025-09-25 17:29:05
241,Test Prep Fundamentals,Learn test prep from scratch with hands-on projects and real-world examples.,411,10,ACCEPTED,PUBLIC,115.21,True,/thumbnails/course_241.jpg,2025-09-12 17:21:37,2025-10-02 17:21:37
242,Effective Communication,Master communication with this complete guide designed for all skill levels.,276,9,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_242.jpg,2025-09-12 17:27:42,2025-10-28 17:27:42
243,Professional Yoga,Comprehensive yoga course covering fundamental concepts and practical applications.,1060,7,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_243.jpg,2025-09-12 17:23:39,2025-09-24 17:23:39
244,Blockchain Best Practices,Master blockchain with this complete guide designed for all skill levels.,181,8,ACCEPTED,PUBLIC,238.13,False,/thumbnails/course_244.jpg,2025-09-12 17:23:19,2025-10-06 17:23:19
245,Introduction to Cybersecurity,Professional cybersecurity training with industry best practices and expert insights.,241,8,ACCEPTED,PUBLIC,293.3,True,/thumbnails/course_245.jpg,2025-09-12 17:24:29,2025-11-10 17:24:29
246,Fitness for Beginners,Professional fitness training with industry best practices and expert insights.,2119,7,ACCEPTED,PUBLIC,163.9,False,/thumbnails/course_246.jpg,2025-09-12 17:30:13,2025-10-12 17:30:13
247,Time Management Mastery,In-depth time management course with practical exercises and certification.,236,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_247.jpg,2025-09-12 17:27:08,2025-11-10 17:27:08
248,Painting Basics,In-depth painting course with practical exercises and certification.,1003,6,ACCEPTED,PUBLIC,150.31,True,/thumbnails/course_248.jpg,2025-09-12 17:25:16,2025-10-26 17:25:16
249,Cloud Computing Implementation,In-depth cloud computing course with practical exercises and certification.,1992,8,ACCEPTED,PUBLIC,83.24,False,/thumbnails/course_249.jpg,2025-09-12 17:36:49,2025-10-14 17:36:49
250,Advanced Study Skills,In-depth study skills course with practical exercises and certification.,1169,10,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_250.jpg,2025-09-12 17:33:37,2025-11-04 17:33:37
251,Advanced React,Professional react training with industry best practices and expert insights.,852,1,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_251.jpg,2025-09-12 17:27:08,2025-10-09 17:27:08
252,Advanced Machine Learning,In-depth machine learning course with practical exercises and certification.,199,1,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_252.jpg,2025-09-12 17:26:14,2025-10-29 17:26:14
253,Advanced Test Prep,Comprehensive test prep course covering fundamental concepts and practical applications.,474,10,ACCEPTED,PUBLIC,49.15,True,/thumbnails/course_253.jpg,2025-09-12 17:27:24,2025-10-15 17:27:24
254,Italian Grammar Mastery,Master italian with this complete guide designed for all skill levels.,592,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_254.jpg,2025-09-12 17:29:25,2025-11-06 17:29:25
255,Typography Masterclass,Comprehensive typography course covering fundamental concepts and practical applications.,123,2,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_255.jpg,2025-09-12 17:21:19,2025-10-15 17:21:19
256,Leadership Strategy,In-depth leadership course with practical exercises and certification.,266,3,ACCEPTED,PUBLIC,153.23,False,/thumbnails/course_256.jpg,2025-09-12 17:32:08,2025-11-05 17:32:08
257,Professional Communication,Master communication with this complete guide designed for all skill levels.,555,9,PENDING,PUBLIC,0.0,False,/thumbnails/course_257.jpg,2025-09-12 17:26:53,2025-10-18 17:26:53
258,Italian for Travelers,Comprehensive italian course covering fundamental concepts and practical applications.,818,4,ACCEPTED,PRIVATE,0.77,True,/thumbnails/course_258.jpg,2025-09-12 17:30:19,2025-09-12 17:30:19
259,Advanced Test Prep,Professional test prep training with industry best practices and expert insights.,1351,10,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_259.jpg,2025-09-12 17:38:33,2025-11-10 17:38:33
260,Learn Japanese - Beginner,Professional japanese training with industry best practices and expert insights.,806,4,ACCEPTED,PUBLIC,0.0,True,/thumbnails/course_260.jpg,2025-09-12 17:21:44,2025-10-28 17:21:44
261,Leadership Management,Comprehensive leadership course covering fundamental concepts and practical applications.,2125,3,PENDING,PRIVATE,0.0,True,/thumbnails/course_261.jpg,2025-09-12 17:38:07,2025-11-08 17:38:07
262,Introduction to Cybersecurity,Learn cybersecurity from scratch with hands-on projects and real-world examples.,1917,8,PENDING,PUBLIC,286.21,False,/thumbnails/course_262.jpg,2025-09-12 17:38:15,2025-10-11 17:38:15
263,Productivity Skills,Master productivity with this complete guide designed for all skill levels.,282,9,PENDING,PUBLIC,2.39,False,/thumbnails/course_263.jpg,2025-09-12 17:22:58,2025-10-18 17:22:58
264,Film Masterclass,In-depth film course with practical exercises and certification.,876,6,ACCEPTED,PUBLIC,177.5,True,/thumbnails/course_264.jpg,2025-09-12 17:34:28,2025-10-31 17:34:28
265,Master C++,Learn c++ from scratch with hands-on projects and real-world examples.,62,1,ACCEPTED,PUBLIC,7.17,True,/thumbnails/course_265.jpg,2025-09-12 17:25:38,2025-10-22 17:25:38
266,Digital UI/UX Course,Master ui/ux with this complete guide designed for all skill levels.,12,2,ACCEPTED,PUBLIC,112.88,True,/thumbnails/course_266.jpg,2025-09-12 17:26:44,2025-10-01 17:26:44
267,Finance Strategy,In-depth finance course with practical exercises and certification.,838,3,ACCEPTED,PUBLIC,288.35,True,/thumbnails/course_267.jpg,2025-09-12 17:22:41,2025-09-21 17:22:41
268,Digital Web Design Course,Comprehensive web design course covering fundamental concepts and practical applications.,158,2,ACCEPTED,PUBLIC,269.18,True,/thumbnails/course_268.jpg,2025-09-12 17:37:02,2025-10-26 17:37:02
269,Logo Design Masterclass,Comprehensive logo design course covering fundamental concepts and practical applications.,2141,2,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_269.jpg,2025-09-12 17:26:21,2025-11-03 17:26:21
270,Cloud Computing Implementation,In-depth cloud computing course with practical exercises and certification.,2106,8,DECLINED,PUBLIC,0.0,True,/thumbnails/course_270.jpg,2025-09-12 17:25:32,2025-09-20 17:25:32
271,Advanced Research Methods,Master research methods with this complete guide designed for all skill levels.,1099,10,ACCEPTED,PUBLIC,117.88,True,/thumbnails/course_271.jpg,2025-09-12 17:29:17,2025-10-02 17:29:17
272,Goal Setting Skills,Master goal setting with this complete guide designed for all skill levels.,828,9,ACCEPTED,PUBLIC,0.0,False,/thumbnails/course_272.jpg,2025-09-12 17:33:34,2025-10-31 17:33:34
273,Professional Cloud Computing,Learn cloud computing from scratch with hands-on projects and real-world examples.,351,8,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_273.jpg,2025-09-12 17:30:33,2025-10-08 17:30:33
274,Critical Thinking Fundamentals,Master critical thinking with this complete guide designed for all skill levels.,749,10,ACCEPTED,PUBLIC,139.0,True,/thumbnails/course_274.jpg,2025-09-12 17:36:49,2025-09-17 17:36:49
275,Advanced Data Science,Master data science with this complete guide designed for all skill levels.,148,5,PENDING,PUBLIC,0.0,True,/thumbnails/course_275.jpg,2025-09-12 17:29:25,2025-09-21 17:29:25
276,Introduction to DevOps,Learn devops from scratch with hands-on projects and real-world examples.,1311,8,DECLINED,PUBLIC,0.0,False,/thumbnails/course_276.jpg,2025-09-12 17:36:33,2025-10-01 17:36:33
277,Study Skills Preparation,Comprehensive study skills course covering fundamental concepts and practical applications.,1536,10,ACCEPTED,PUBLIC,166.78,True,/thumbnails/course_277.jpg,2025-09-12 17:27:00,2025-09-18 17:27:00
278,Business Spanish,Learn spanish from scratch with hands-on projects and real-world examples.,400,4,ACCEPTED,PRIVATE,0.0,True,/thumbnails/course_278.jpg,2025-09-12 17:24:47,2025-09-26 17:24:47
